"Average.Rt.min.","Adduct.type","Metabolite.name","Blank_1","Blank_2","Blank_3","Blank_4","Pool_1","Pool_2","HyPea-7404_1","HyPep-4601N_3","HyPep-7504_1","HyPep-7504_2","HyPep-7504_3","HyPep-YE_1","HyPep-YE_2","HyPep-YE_3","HY-YEST-412_1","HY-YEST-412_2","HY-YEST-412_3","HyPea-7404_2","HY-YEST-466_1","HY-YEST-466_2","HY-YEST-466_3","HY-YEST-503_1","HY-YEST-503_2","HY-YEST-503_3","HY-YEST-555_1","HY-YEST-555_2","HY-YEST-555_3","HyPea-7404_3","HyPep-1510_1","HyPep-1510_2","HyPep-1510_3","HyPep-1510_4","HyPep-4601N_1","HyPep-4601N_2"
20.25,"[M]+","1-Decanoyl-2-hydroxy-sn-glycero-3-phosphocholine; LC-ESI-QTOF; MS2; CE",NA,NA,NA,NA,281009,295556,31366,256938,65705,139158,224806,NA,NA,22085,2040591,667600,1705604,26799,30459,NA,33972,207114,241200,300523,23385,17038,134053,37512,249338,217727,127386,133390,304614,377122
19.23,"[M+H]+","Apigenin-7-O-glucoside",NA,NA,NA,NA,1611777,1777809,NA,25594,53284,24257,26093,18324,NA,NA,20238,18710,66087,NA,NA,10544,NA,47194,37179,NA,NA,15482,48933,NA,9749984,12718617,9933914,10471381,43027,52051
21.207,"[M+H]+","1-Lauroyl-2-hydroxy-sn-glycero-3-phosphocholine; LC-ESI-QTOF; MS2; CE",11785,14280,20201,10266,773232,740742,10312,16354,63367,92725,113090,16240,9914,9368,3051641,1170211,1991623,105683,9222,13888,11974,1019672,349339,265508,96688,134841,12750,13873,13274,25044,11579,16490,17929,12157
18.957,"[M]+","Cyanidin-3-O-galactoside",NA,NA,NA,NA,163849,150695,68598,NA,1543374,1576167,1051757,NA,NA,NA,NA,NA,18046,67822,NA,NA,NA,NA,NA,NA,NA,NA,NA,55924,47265,45116,51687,51301,NA,38240
21.897,"[M+Na]+","[(4R,5S,6R,6aS,7R,10aR,11bR)-5-acetyloxy-6-hydroxy-10a-methoxy-4,7,11b-trimethyl-9-oxo-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-4-yl]methyl acetate",915096,121613,132166,138663,950017,246130,180477,97887,109540,115249,98306,135282,92975,87571,75604,71177,82188,168993,89251,207064,233898,240110,90395,98186,76685,174333,223906,125583,147223,118216,125949,128803,101628,127930
1.862,"[M+H]+","Cytidine 5'-diphosphocholine; LC-ESI-QTOF; MS2; CE",NA,NA,NA,NA,5443068,5739737,61330,171921,97224,86772,676462,228637,268750,1278973,562723,356754,1457670,55862,25790810,10209218,20401498,9850991,12191835,12786658,30806117,22717435,17299237,NA,114434,191329,89584,68695,396893,489892
9.121,"[M+K]+","Glycocholic Acid",NA,NA,NA,4701,599802,359220,20544,13894,11056,18893,130358,12377,19316,15935,36811,12652,8348,27402,16656,42418,19714,22589,61228,10437,72054,535111,439519,36961,4320639,4550515,4264961,4299278,13055,78990
1.77,"[M+H]+","Melezitose",NA,NA,NA,NA,1546936,1403584,1213319,3448617,10345841,9890580,9290768,110403,67839,88660,NA,NA,71140,1859737,NA,NA,NA,136414,353334,158120,75769,NA,NA,1220334,8891580,8842311,7703931,8510511,3434178,3216711
18.611,"[M+Na]+","4-[[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2H-imidazo[1,2-a]indol-4-yl]methyl]-1-methyl-2,4-dihydro-1H-pyrazino[2,1-b]quinazoline-3,6-dione",64874,74137,59271,34484,19114,41333,18603,31406,50040,13131,11815,10211,48249,179891,251611,281686,460359,14222,302233,317327,352673,10666,11192,16568,14106,11129,34069,333811,72446,71064,98688,49499,48733,57371
1.831,"[M+NH4]+","Melezitose",NA,NA,4858,4746,12272499,11439198,5150325,45088556,102563350,102564773,96819834,686159,559481,719755,322651,252851,561024,8919913,340682,379390,405119,741466,1126033,885470,1104352,1007438,924084,5109890,31709492,31353036,29858430,31586193,45287430,43026711
17.821,"[M+Na]+","4-[(E)-3-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",535712,559210,570985,551117,187735,204681,268533,329675,483646,326403,380661,400915,275566,331192,319340,339980,300310,309089,352900,15802,343607,142985,314844,125901,828068,272602,267306,24412,134430,157002,124224,106319,541310,431120
1.762,"[M+Na]+","Melezitose",NA,NA,NA,NA,9749899,8838750,1576052,4052031,22556403,17164171,26360679,88732,116260,145287,78002,NA,304638,3028502,87255,168793,150052,399905,203371,125721,509115,513331,624659,1238907,10984340,12843550,11200673,10354583,4598371,4069160
1.749,"[M+K]+","Melezitose",NA,NA,NA,NA,6519399,6234743,144738,468298,9497985,8537225,9346522,128126,376818,131375,236176,204756,552391,361693,NA,80862,NA,1072170,941125,643051,691306,946491,520499,324122,7940677,8839586,7699498,6989262,485849,603228
19.043,"[M+Na]+","(2R,3R,6R,8R,9S,12S,13R,14R,15R,16R)-6,8,14,15-tetrahydroxy-2,6,13,16-tetramethyl-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-10-oxatetracyclo[7.6.1.0?,?.0??,??]hexadec-4-en-11-one",363791,265623,234188,297144,579528,577919,207994,304482,223386,178374,208879,184656,163470,223912,140270,132969,134164,296480,61190,125141,118708,119135,120943,123785,186011,183641,122717,260639,2860403,2862808,2578021,2323160,371432,268463
19.034,"[M+Na]+","(2R,3R,6R,8R,9S,12S,13R,14R,15R,16R)-6,8,14,15-tetrahydroxy-2,6,13,16-tetramethyl-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-10-oxatetracyclo[7.6.1.0?,?.0??,??]hexadec-4-en-11-one",363791,265623,234188,297144,579528,577919,207994,304482,223386,178374,208879,184656,163470,223912,140270,132969,36961,296480,61190,125141,118708,119135,120943,123785,186011,183641,122717,260639,2860403,2862808,2578021,2323160,371432,268463
17.971,"[M+Na]+","Pantethine",NA,NA,NA,NA,70110,13280,NA,19391,49623,31996,16895,447140,494422,192466,159786,351414,553539,NA,NA,NA,NA,21652,24690,NA,22004,12206,29789,NA,299393,255010,325912,272240,54598,79504
18.969,"[M+H]+","3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",NA,NA,NA,NA,197993,270114,NA,NA,2481567,2626763,1561973,NA,NA,NA,NA,NA,8086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18.601,"[M+H]+","3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",NA,NA,NA,NA,72891,92327,NA,NA,693047,745783,568569,NA,NA,NA,NA,NA,34043,NA,NA,NA,12940,13598,14688,NA,NA,NA,NA,NA,NA,NA,NA,NA,27006,31154
18.759,"[M+H]+","RUTOSIDE  (rutin)",NA,NA,NA,NA,299301,553959,NA,111083,4766242,5541372,3382487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82887,94986
2.225,"[M+H]+","Glutathione (oxidized)",NA,NA,NA,NA,5554081,5679386,NA,35977,498331,596666,446441,12046954,16943825,14136160,8110168,10631292,5589502,NA,12538985,14645463,11791134,5365822,7501072,9308015,2353788,2485826,3058107,NA,NA,NA,NA,NA,70994,82691
18.577,"[M+H]+","5-hydroxy-3-[(2S,3R,4R,5S)-3-hydroxy-5-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NA,NA,NA,NA,285747,303694,NA,NA,2601744,3057504,2066043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.8,"[M+Na]+","3-[(1R,3R,5R,8R,10S,13R,14S,17R)-1,14-dihydroxy-3-[(2S,3S,4R,5S,6R)-3-hydroxy-4-methoxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",NA,NA,NA,NA,209782,214342,646477,977552,NA,NA,NA,18543,22872,22362,NA,NA,NA,790336,21766,NA,NA,24342,NA,NA,18699,21814,NA,831958,48496,69283,51458,32558,1578801,1131806
15.35,"[M+H]+","Flavin??adenine??dinucleotide",NA,NA,NA,NA,95083,110837,NA,NA,NA,NA,NA,NA,NA,NA,144895,67186,169617,NA,826297,1017906,739244,NA,NA,NA,NA,NA,277378,NA,NA,NA,NA,NA,NA,NA
15.933,"[M+H]+","Flavin??adenine??dinucleotide",NA,NA,NA,NA,95083,110837,NA,NA,NA,NA,NA,NA,NA,NA,144895,67186,NA,NA,826297,1017906,739244,NA,NA,NA,NA,NA,277378,NA,NA,NA,NA,NA,NA,NA
19.594,"[M+Na]+","2-[1-[1-hydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethyl]-4,5-dimethyl-2,3-dihydropyran-6-one",NA,NA,18376,NA,164178,21998,787598,528235,NA,22927,30279,14892,10818,18862,NA,NA,NA,737032,19470,18510,NA,19946,20710,57679,14792,16782,31310,853251,34334,12248,15895,16110,484937,154185
