"Average.Rt.min.","Adduct.type","Metabolite.name","Blank_1","Pool_1","Pool_2","HyPea-7404_1","HyPep-4601N_3","HyPep-7504_1","HyPep-7504_2","HyPep-7504_3","HyPep-YE_1","HyPep-YE_2","HyPep-YE_3","HY-YEST-412_1","HY-YEST-412_2","HY-YEST-412_3","HyPea-7404_2","HY-YEST-466_1","HY-YEST-466_2","HY-YEST-466_3","HY-YEST-503_1","HY-YEST-503_2","HY-YEST-503_3","HY-YEST-555_1","HY-YEST-555_2","HY-YEST-555_3","HyPea-7404_3","HyPep-1510_1","HyPep-1510_2","HyPep-1510_3","HyPep-1510_4","HyPep-4601N_1","HyPep-4601N_2"
22.038,"[M-H]-","C10-LAS (TENTATIVE)",14506184,18913750,10298002,14737069,11741967,11369673,11553240,11527475,11601826,725631,10853940,11790827,11508854,11070492,14364829,11156061,11151958,11117641,11256640,10696321,11236991,11666859,11811624,10874032,13694588,12597722,12348433,11778516,12030493,11549233,12322052
23.624,"[M-H]-","FA 18:1+1O; PlaSMA ID-585",1675071,1837527,1945513,1819372,2172569,2129020,2070019,2075087,2100954,1910984,1972025,2425603,2292995,2155002,2013105,2200929,2440472,2219162,1994962,2029364,1989626,2012598,1985408,1862647,2134158,1994218,2154659,2129516,2198582,2240975,2149767
21.806,"[M-H]-","Kaempferol-4'-methyl ether",46461,258208,485783,42468,80352,35864,29427,30778,10463,13477,17560,850454,601558,921016,39587,1342410,873875,912823,335163,227911,79657,316676,290830,543843,33633,36443,24224,28116,29956,100992,97899
16.18,"[M-H]-","Indole-3-acetyl-L-glutamic acid",1002,169037,642048,4704,5104,4994881,4494378,4880220,2037,235368,1803,2640,3299,2042,5737,7954,3351,5831,4077,3423,8878,2535,3472,4674,5199,3042,120898,2470,2211,40998,36501
2.179,"[M-H]-","2-Deoxycytidine-5-monophosphoric acid",NA,586463,869819,715792,843278,370109,260214,304637,34552,25825,17913,28885,27515,17946,542260,6303,6160,28566,3549583,2766169,3066836,1046851,808259,3101651,952118,305151,228647,652422,843895,1167981,880540
2.12,"[M-H]-","Glutathione (reduced)",NA,548622,236379,NA,82644,46853,30502,40348,680667,195652,561384,750178,493898,3168884,20627,16848569,35500888,4610713,24547,37012,84777,1797687,1286490,2013241,NA,237881,55835,44650,13148,25706,26340
4.854,"[M-H]-","Gly-Tyr-Ala",866,201392,194069,9207,139148,184094,199310,212048,6155,59260,9675,4834,48678,1792018,19149,1459519,4757,6228,7258,5717,6597,4200,2783,3412,15659,689485,658904,648156,464725,115135,125968
2.932,"[M-H]-","gamma-Glutamyltyrosine",1380,10665299,18515006,33310194,29367823,15055856,10621958,14144985,4140829,3580194,4744985,8449806,8423439,8047658,18618033,10295067,13654781,13143344,1368349,1333754,1321465,8486500,7225332,7429423,15445153,19942643,19040021,865137,15270533,3448609,32299030
3.077,"[M-H]-","gamma-Glutamyltyrosine",991,10665299,6036196,17289047,3324635,4617535,4705265,5086784,534106,1134946,596878,1426273,2305212,1513067,36088653,9381466,10412210,11220458,23572075,13735121,21243741,12186476,11151881,6379839,36367098,847297,30237288,26949879,683526,31920885,3994083
21.614,"[M-H]-","5-hydroxy-2,2-dimethyl-10-(2-methylbut-3-en-2-yl)pyrano[3,2-g]chromen-8-one",611189,644022,752568,716706,762360,715991,721388,654020,724262,709127,742196,734690,733010,714826,735152,732072,730682,687766,771566,740386,747956,789201,734096,792406,639703,702311,686065,658609,648161,738094,752134
22.329,"[M-H]-","Triptophenolide",49776361,4018152,25849938,46079715,31681308,30294876,31168304,30744390,29052928,30456087,28036546,28581286,28315922,27648650,42005501,25862032,27231970,26635814,28526570,28140275,28951352,1747309,27118579,25930767,38076532,37503282,36984185,33468379,34017166,30895503,31616071
22.193,"[M-H]-","Triptophenolide",3387467,59427733,1740815,46079715,2090917,1993190,476260,577768,1869627,2063868,1861743,1874244,1779984,1765672,2831968,1703956,456008,1814979,1769841,1775751,1772040,25653935,1864232,494400,2638548,37503282,2266631,2266242,34017166,1972790,31616071
22.507,"[M-H]-","FA 18:1+2O; PlaSMA ID-662",43053,2655762,2839958,57427,23940595,338074,315746,2792144,62896,62287,58363,52214,60529,71481,49912,83063,99319,78890,54376,54155,62747,64505,45784,64514,58973,57156,60511,137760,66865,1104042,20415830
2.893,"[M-H]-","Thymidine-5'-monophosphate; LC-ESI-QTOF; MS2; CE",915,1710066,1664284,90432,1644279,483340,283331,435244,352503,58246,152431,104451,79845,144104,136304,129838,4959,105711,7400616,6457750,6906156,2231943,1914466,7169298,55256,NA,14812,17147,23102,2693026,1859222
1.941,"[M-H]-","Cytidine-5'-monophosphate",859,53699359,59011376,613714,472744,6855911,2212289,5903183,1210193,1424340,2341497,4384642,1172901,3438843,750993,4090767,3455048,3962956,183380589,171103527,205611828,159310555,148662220,186811992,609422,124333,145814,123609,121738,2411731,1894429
2.077,"[M-H]-","Cytidine-3'-monophosphate; LC-ESI-QTOF; MS2; CE",859,12162566,8736051,613714,1950505,1822903,1731915,1748501,22194257,50489174,48565070,4384642,6751829,11423138,750993,76691972,54059770,67181556,2166981,1809803,1801358,159310555,148662220,23122639,609422,755551,1056744,123609,121738,2411731,1894429
2.191,"[M-H]-","Uridine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",NA,140653298,123874795,1266437,2141917,6490322,3477569,6650979,3695813,3919356,4463446,6481152,2495225,11192995,2816265,19110696,10777585,21108358,397729139,344910992,400224568,306640869,264310830,457213770,1262979,2138997,2082826,1806250,1715796,191468,2032495
2.429,"[M-H]-","Uridine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",882,38422045,36362681,644615,1908609,9028184,7305068,7414788,60777379,105689579,122727610,29681318,15556591,26283284,2816265,134777409,103760482,130098490,5593444,5986396,4445171,3194974,3879374,48933113,1262979,1568645,1671745,1505339,1518806,1589095,1724148
14.236,"[M-H]-","Coumaroyl Hexoside (isomer of 691, 692); PlaSMA ID-690",NA,3009,93130,2226,2882,797938,692376,484973,1932,1703,5604,3227,2470,1839,9504,2070,1973,2345,2581,2294,2386,2807,2448,4936,8549,8211,2550,46833,1787,29970,4190
20.275,"[M-H]-","[5-acetyloxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylbutanoate",46651,177512,217185,206811,223700,191888,238301,195197,94950,90546,83691,49016,39261,86712,208253,88572,80903,89020,239756,208152,254314,220328,207345,178536,184463,143012,155550,71489,152857,208817,217730
22.607,"[M-H]-","hydroquinidine",55581024,57459836,27447988,51633684,30615376,2033300,29078555,1986424,27698919,27894834,28299665,26589370,26178061,26169773,43532710,26977092,27306962,28182633,26761828,27872539,27592078,25047141,25870609,26540887,39492794,38371899,35885289,33548839,32377594,30284528,28386152
21.733,"[M-H]-","(2Z)-4,6-dihydroxy-2-[(4-hydroxy-3,5-dimethoxyphenyl)methylidene]-1-benzofuran-3-one",54484,339253,629819,49976,65339,18673,10805,15299,6975,3787,5980,1815854,455802,2003057,40245,771540,679167,793028,492202,302665,123033,272466,224526,1202590,30323,27116,12250,12321,4821,102116,99244
20.873,"[M-H]-","FA 18:1+3O; PlaSMA ID-738",31261,43771844,50685540,175090,363004207,15763939,463875,16439385,68959,100448,65867,312161,408497,396329,350170,381228,481833,469167,1590528,1379296,1934327,444057,361119,286440,198349,823520,1305436,1861375,1266327,307900686,209055961
21.748,"[M-H]-","FA 18:1+3O; PlaSMA ID-738",2834,140209,197176,4038,1295554,1299609,690782,1283529,4158,7810,2916,4957,8776,5221,3984,7849,9902,9424,16754,17085,8152,18119,8456,12836,8446,16962,18076,6484,7563,1047053,1026737
21.491,"[M-H]-","FA 18:1+3O; PlaSMA ID-738",4658,4636140,5383689,37005,41353273,755769,1244251,743990,5011,3636,4324,11967,18743,2807,8666,53777,7629,35694,24091,13571,46233,46523,9751,20437,8112,93429,130387,47679,36444,3114293,2343592
5.867,"[M-H]-","2'-Deoxyadenosine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",NA,847385,615737,117782,1254832,66911,76828,104771,166476,7251,55679,45732,210864,5442,179058,5816,5140,16988,4435390,1633221,865609,1004037,387163,206922,84334,NA,3917,NA,4076,1896431,1395322
2.839,"[M-H]-","2'-Deoxyinosine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",949,927879,1003083,133077,11207,115743,102856,43375,3691404,256804,777965,54361,126254,125162,129634,88782,57536,24900,5312380,6445543,8384389,1288167,1524039,3002160,138960,89725,64051,108040,73344,11068,20239
1.557,"[M-H]-","alpha-D-Glucose-1,6-diphosphate; LC-ESI-QTOF; MS2; CE",7470,1697209,2156421,321565,66605,22440356,12043712,13627815,40439,15474,18875,121383,95168,222936,163060,54116,15777,43168,75964,67122,150781,38844,23525,91214,316306,714119,665643,1170140,2148896,526580,259208
1.873,"[M-H]-","Galactinol; LC-ESI-QTOF; MS2; CE",7406,86838769,2841048,25953122,72441716,56222263,38228418,42679655,432484,123872226,127985346,19220403,12194981,39925736,22522385,2177314,3039213,2640345,29086046,25229546,28291828,4923084,6443293,1347667,19561134,331127854,330633991,301683216,285536927,79383469,72435244
1.787,"[M-H]-","Sucrose",8680,86838769,97088731,25953122,72441716,15869404,38228418,42679655,103439855,123872226,127985346,19220403,12194981,39925736,22522385,2177314,3039213,2640345,29086046,25229546,28291828,4923084,6443293,1347667,19561134,331127854,330633991,3608582,285536927,79383469,72435244
12.578,"[M-H]-","Tyr-Tyr",1058,116890,125316,2212,612397,20726,50026,24299,2664,1867,2358,2440,6392,1734,3612,8185,2877,9138,3031,2660,2070,3527,16937,5136,4538,201267,191791,190112,164650,579890,494992
9.862,"[M-H]-","Tyr-Tyr",NA,10746704,11082556,2596527,43789360,5079553,4252558,4622460,397694,354363,793785,1883886,1939930,1503450,3469220,4769777,5056188,6059849,6923685,4811049,5454991,4083801,4137832,3477289,3033415,4941658,5056074,4798618,3300448,46763893,47928504
5.16,"[M-H]-","Guanosine cyclic monophosphate",NA,31921805,26586385,514116,1635343,4346803,12096598,4309951,4119257,13932261,19320222,9049708,5017941,8826165,533190,105792108,120216306,63617638,1647629,1317486,1127486,5301780,6682215,69510607,706406,1524251,2071224,1750703,1869022,307842,345618
6.585,"[M-H]-","Adenosine 3'-monophosphate; LC-ESI-QTOF; MS2; CE",974,37088554,10962110,46479,428589,1248684,1358201,1980149,37369778,73739262,72402346,29069520,29349290,40741412,26696,17165763,11186475,79800504,2446101,2290606,1992259,1439416,1395951,6800935,64674,1414043,1737268,633908,1526079,249546,252429
7.166,"[M-H]-","Adenosine 3'-monophosphate; LC-ESI-QTOF; MS2; CE",930,155800,32076249,25787,25078,2206794,2756941,3839152,49003009,384001,69661558,45534667,210018,20827306,1928,76030649,55014266,16699362,572090,1702665,227818,282082,339533,16422637,1925,684277,747849,1259832,22821,153398,186295
3.441,"[M-H]-","Adenosine-3-monophosphate",864,12857054,534366,6736442,1656211,16614301,9196818,15182880,113578,3333372,10687,6883692,2712535,8531712,9819308,20857031,25137,26512566,2948144,2831024,2757622,585710,479990,311068,5440504,5228580,5210010,4580098,3803380,1791712,1187844
3.789,"[M-H]-","Adenosine-3-monophosphate",1603,12857054,11902709,6736442,1656211,16614301,9196818,15182880,2790028,10300,2510733,6883692,18269,25317,9819308,20857031,16898938,26512566,38499381,11655316,3721889,20864023,8622154,7479025,5440504,5228580,5210010,4580098,3803380,18916,17646
2.649,"[M-H]-","Inosine-5-monophosphate",1020,102947987,109510856,15264,368846,312065,32993,112771,409050,172765,141257,42535,13510,121656,103894,178365,154246,165928,321772745,290714704,351801612,269456498,305403468,254863886,43903,79267,93642,158170,91305,366589,123492
19.833,"[M-H]-","Secoisolariciresinol",NA,74613,73962,8527,7779,38667,45028,69733,5353,3640,NA,50356,103036,75322,5797,238995,126034,148560,76185,66342,33114,192091,102093,287450,10668,5716,NA,NA,6106,NA,NA
3.448,"[M-H]-","Guanosine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",995,28553390,27009596,292989,787542,7856367,9728706,7959230,39348032,30070203,91074296,25058315,14220165,25384483,286963,89059920,72412744,93347078,700584,1444178,400208,829764,917066,18779684,414640,1440766,1591996,1583493,1561959,174455,220835
2.528,"[M-H]-","Guanosine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",920,46216165,50416147,1260805,1626994,10708671,5045012,10712692,1071190,1053314,632562,849231,533965,1870777,2097492,830976,168744,916248,137760670,145786298,147517293,141195261,150104580,136873009,1188419,699023,562397,622549,452218,2374220,1624864
4.022,"[M-H]-","Guanosine 5'-monophosphate; LC-ESI-QTOF; MS2; CE",910,10810850,10737590,198961,525292,2849241,4196633,2366937,16332011,30070203,37597571,8638309,4526784,7751930,286963,43155171,33377953,33099755,2565617,2180515,2473752,1127549,1176932,14391686,229708,590021,667892,680356,570601,502410,505217
17.09,"[M-H]-","(-)-Riboflavin; LC-ESI-QTOF; MS2; CE",NA,801506,673901,3768,3002,120368,171664,13496,133297,111532,122676,3735650,3554479,3131607,4110,4683130,3998827,4635108,92478,173681,109311,342000,486261,1030221,4507,4625,4750,6284,4787,NA,5905
13.218,"[M-H]-","Donepezil",NA,611029,4733790,1964,18540,1787686,1810734,1302801,72394,181116,52901,160763,455511,317676,3435068,328374,289306,7612,2323778,1536108,2001355,1173241,1033206,827689,2831567,945867,18031,15032750,1482548,6380,3769
12.045,"[M-H]-","Donepezil",NA,1000362,3239330,1961584,313593,2057394,885457,2136796,1920,44954,179019,414858,2210,2713,1406253,500645,3861,300598,6762114,4663442,6399670,7585640,6499398,4758300,2675487,15619078,16981748,3041,11603403,7736,34113
10.097,"[M-H]-","S-Adenosyl-homocysteine",NA,2452983,2646033,27814,2807,39677,1993,16556,1188521,2111326,110355,2745,3294,5721,29527,17283640,9771837,11848290,2489921,1157489,630813,706603,12805,5004832,26035,3255,2946,19930,2197,2632,9614
10.469,"[M-H]-","Glu-Val-Phe",827,1804719,2492293,3858045,173987,606309,2239029,660809,157561,220580,232698,796417,311306,327552,2328201,17794,31253,1271978,8572498,5388539,6964796,2448584,3237421,2634925,2318345,858581,901999,1750390,629406,414507,363530
8.499,"[M-H]-","Glu-Val-Phe",NA,11581,6860502,14192,766423,533704,2283,580072,18051,6518,7582,681003,21665,21794,26472302,1302548,724360,3976,389186,6473,10493,8233641,9347410,3907332,38131113,3457,2227263,2579065,13505,786282,2673
1.983,"[M-H]-","Uridine 5'-diphosphate; LC-ESI-QTOF; MS2; CE",NA,1636745,2679439,34494,81288,649000,318262,154181,333972,361379,79746,101634,183165,111646,41415,296385,79004,507527,1632758,1877918,3474366,8624059,2752989,4135719,19521,NA,NA,25908,NA,65558,40411
2.062,"[M-H]-","Uridine 5'-diphosphate; LC-ESI-QTOF; MS2; CE",NA,400216,342410,40933,81288,203255,318262,484433,333972,361379,537315,101634,183165,111646,41415,1114758,404887,1798922,1474256,4414903,3474366,2543733,2752989,4135719,35106,NA,NA,25908,NA,65558,40411
17.3,"[M-H]-","Leu-Leu-Tyr; LC-ESI-QTOF; MS2; CE",NA,1696497,1414382,11015,40321,5323847,5514784,6389040,295351,44555,293815,1186186,91183,77290,1536340,601359,380995,338930,2384845,1759540,2708975,2175416,2486458,630976,1338261,1963701,1983497,1962299,932668,14434,7012
15.725,"[M-H]-","Leu-Leu-Tyr; LC-ESI-QTOF; MS2; CE",NA,3493400,3920360,4931145,2669300,1127600,977206,1345418,124315,41032,138330,291917,151234,118640,6593545,746020,540669,762331,1223140,854893,960055,1305232,1176432,882077,5381222,10852820,11289406,9951803,828023,1305770,1491765
18.118,"[M-H]-","Leu-Leu-Tyr; LC-ESI-QTOF; MS2; CE",NA,1797207,3965343,17916457,340838,4289823,5558501,3832021,44401,53241,58717,416580,122987,115087,14405243,532931,514777,558173,5344058,4347371,4631106,6575049,6241318,3400916,16033561,1142810,977535,3668317,164468,349547,329210
16.537,"[M-H]-","Leu-Leu-Tyr; LC-ESI-QTOF; MS2; CE",NA,1328390,1468713,1038933,445667,4462718,4495987,4793124,100372,125893,116923,235114,372274,390678,1170370,899773,617922,801679,1475409,1167964,1192832,1061058,893480,897265,1195949,1060694,992774,1203085,1214024,260902,224673
17.881,"[M-H]-","Leu-Leu-Tyr; LC-ESI-QTOF; MS2; CE",NA,2515503,2534191,3128724,683559,3222475,4501490,3655390,295351,70580,111653,274096,127626,98347,5467140,333690,224502,436281,2177459,1900042,1009412,3017298,2643338,1521109,5125136,3611482,3862442,1329784,691554,451150,375467
18.928,"[M-H]-","Daidzin",1979,60331,62671,NA,NA,120260,4040,288586,8115,2366,4093,NA,3056,10269,NA,3886,NA,2992,NA,3630,NA,NA,NA,NA,4466,305972,445983,324481,368433,7801,5199
1.623,"[M-H]-","Trehalose-6-Phosphate",NA,568445,429319,40665,NA,127950,120584,145847,908317,342704,481329,1841764,1655952,1854337,20425,68633,278599,40358,190999,357145,382504,129561,86374,209866,59816,165364,141220,136378,80709,151005,43286
2.245,"[M-H]-","Inosine-5'-diphosphate; LC-ESI-QTOF; MS2; CE",NA,1418068,2054913,NA,65202,NA,NA,NA,NA,NA,NA,44477,48798,38493,121113,NA,NA,NA,819998,7996867,13114365,11254230,10704628,2825171,95804,96108,120690,72840,52044,51253,55026
19.179,"[M-H]-","genistin",NA,257686,335022,NA,54516,4679,7357,14459,3602,5982,10675,4117,4430,110994,21582,3233,40833,48659,42157,31544,NA,20445,8585,44241,5060,1345850,1659069,1294992,1828347,48230,24448
19.433,"[M-H]-","Kaempferol-3-O-glucoside",NA,168951,185730,4734,5422,1743036,2050531,1161248,3280,2580,2665,20946,23738,3259,11456,14190,3725,3094,3767,4297,8365,8050,NA,3538,5347,4662,5013,4434,8236,14593,7663
19.088,"[M-H]-","Hyperoside",2138,136033,293893,NA,NA,2601524,3398803,1546604,12300,3419,9390,3618,NA,12748,NA,6685,13705,13141,3707,NA,NA,NA,NA,NA,NA,21026,19781,26584,22956,NA,NA
1.796,"[M-H]-","Raffinose",NA,7364351,8885803,925688,13759318,31186960,24716202,25392441,386693,277713,255174,202269,149469,374519,1494088,135772,300723,150592,449518,305723,331643,299949,324314,255777,1019196,8549399,9003160,8320071,8084071,14640674,12868629
19.574,"[M-H]-","Quercetin-3-O-glucosyl-6''-acetate",NA,16019,44489,NA,NA,322970,390932,244633,NA,NA,NA,4065,3468,12166,4874,3383,2948,3783,11966,5395,6441,NA,NA,29800,18124,44441,59293,56615,23489,NA,NA
18.272,"[M-H]-","NP-000004(11)",NA,149332,147046,NA,444273,4934,5343,4445,18510,19058,20328,33218,234620,210056,NA,130353,190760,220209,157304,191190,10057,59432,51152,221726,6479,23209,31610,7097,4767,511709,546689
1.96,"[M-H]-","UDP-D-glucose; LC-ESI-QTOF; MS2; CE",NA,187963,222805,NA,NA,842,NA,NA,NA,NA,NA,NA,23484,NA,NA,609468,401428,419324,503932,1019941,1248152,202048,91311,262679,NA,NA,NA,NA,NA,NA,NA
18.974,"[M-H]-","3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",NA,558671,514238,NA,6699,4983765,4913277,3258586,NA,NA,2708,3158,19971,6863,NA,NA,3231,4292,NA,5202,NA,NA,NA,NA,NA,22429,29298,16218,4517,NA,20285
19.057,"[M-H]-","kaempferol 7-neohesperidoside",3546,202233,207880,NA,20411,2063314,2200773,1272428,3276,3277,NA,3905,2787,2834,NA,3874,3458,4206,13866,7360,NA,NA,NA,15528,NA,13327,9133,15516,5075,17218,17663
18.537,"[M-H]-","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",21370,384208,620750,NA,NA,5609728,6191436,3757218,6868,2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751296,279787,200787,174626,NA,NA
2.287,"[M-H]-","Guanosine 5'-diphosphate-D-mannose; LC-ESI-QTOF; MS2; CE",NA,77979,111967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76516,2383,62117,762092,982961,752770,106070,NA,NA,NA,15586,NA,24892,NA,NA,NA
1.931,"[M-H]-","Uridine 5'-diphospho-N-acetylglucosamine; LC-ESI-QTOF; MS2; CE",NA,245124,273319,NA,NA,72013,29129,NA,48915,NA,30722,39370,139472,737846,NA,1700218,1010857,932225,2943882,1677649,1801225,4028174,883278,1307902,NA,33986,NA,76581,23757,NA,NA
2.054,"[M-H]-","Uridine 5'-diphospho-N-acetylglucosamine; LC-ESI-QTOF; MS2; CE",NA,1514114,2123995,NA,NA,72013,29129,NA,48915,NA,276399,640726,139472,737846,NA,1700218,3694512,2935623,2943882,4020643,4768906,4028174,2645836,3720719,NA,33986,NA,76581,23757,NA,NA
18.76,"[M-H]-","RUTOSIDE  (rutin)",7205,492420,765969,28581,9257,7799383,9169923,4526149,18018,5720,NA,5043,4497,2101,13218,NA,2896,NA,NA,NA,4841,NA,NA,NA,18781,6556,8218,11782,11090,10150,148313
2.135,"[M-H]-","Glutathione (oxidized)",NA,5982393,4857789,647,NA,424567,546301,369818,401603,16992188,13823272,7304184,8567515,4926591,NA,9853935,12023795,11320102,4109177,718469,6402406,1810483,1648344,2088931,NA,NA,NA,NA,NA,NA,NA
2.92,"[M-H]-","beta-Nicotinamide adenine dinucleotide; LC-ESI-QTOF; MS2; CE",NA,244288,292180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2204906,1593018,2038137,NA,NA,NA,NA,NA,577840,NA,NA,NA,NA,NA,NA,NA
15.861,"[M-H]-","Flavin adenine dinucleotide",NA,86120,82358,NA,NA,4403,NA,NA,NA,NA,2574,88330,46637,9913,NA,429738,578385,415627,NA,NA,NA,NA,NA,172270,NA,NA,NA,NA,NA,NA,NA
1.824,"[M-H]-","Verbascose",NA,447083,564169,804302,3111143,567559,792830,893204,NA,NA,NA,NA,NA,NA,819989,28936,145638,75448,642899,455672,435009,385459,65304,NA,626288,43746,113580,222670,82988,3473922,3184106
